1;8;durcheinander;3
1;8;nichtssagend;3
20;9;herbstlich;3
29;9;romantisch;3
1;9;weitläufig;2
1;9;kreativ;3
1;9;erzählerisch;3
2;9;malerisch;3
1;10;weitläufig;2
23;10;romantisch;3
1;10;erzählerisch;3
1;10;bildhaft;2
1;10;malerisch;3
1;11;winterlich;3
2;11;weihnachtlich;3
1;11;isoliert;3
1;11;weitläufig;2
24;11;kalt;3
1;11;entfernt;2
1;12;menschlich;2
17;12;asiatisch;2
1;12;organisch;2
5;12;warm;3
1;12;natürlich;3
1;12;portraithaft;2
3;12;harmonisch;3
34;13;warm;3
3;13;harmonisch;3
2;13;einheitlich;3
1;13;wüstenartig;2
14;14;leer;3
1;14;weiträumig;2
12;14;weiß;2
1;14;detailarm;1
1;14;interpretativ;2
7;15;Spaziergang;2
2;15;erleuchtet;3
23;15;einsam;3
2;15;städtisch;2
18;15;kalt;3
1;16;stimmungsvoll;3
1;16;simplistisch;3
1;16;silhouettenhaft;2
14;16;warm;3
1;16;abendlich;3
1;16;organisch;3
17;17;Sonnenuntergang;2
1;17;weitläufig;2
7;17;Boot;2
7;17;Segeln;2
13;17;romantisch;3
1;17;aufbruchhaft;3
1;18;bräunlich;2
6;18;dreckig;2
1;18;fleckig;2
2;18;gespiegelt;2
1;18;verschmiert;2
5;18;unangenehm;3
1;1;beengt;3
20;1;düster;3
1;1;erdrückend;3
3;1;einsam;3
7;2;herbstlich;3
37;2;romantisch;3
4;2;träumerisch;3
13;2;regnerisch;3
8;2;gemütlich;3
8;4;friedlich;3
7;4;gelassen;3
34;4;ruhig;3
24;4;entspannt;3
4;4;nachdenklich;3
6;5;unruhig;3
2;5;bedrohlich;3
3;5;gefährlich;3
2;5;unwohl;3
1;6;gesellig;3
9;6;fröhlich;3
4;7;einsam;3
13;7;traurig;3
1;7;dankbar;3
4;7;friedlich;3
11;7;entspannt;3
1;8;nachdenklich;3
5;8;grau;2
4;8;trüb;3
9;9;verträumt;3
7;9;friedlich;3
22;9;ruhig;3
3;10;verträumt;3
26;10;ruhig;3
1;10;humorvoll;3
1;10;lächeln;3
6;11;bunt;2
2;11;beschwingt;3
1;12;unruhig;3
11;12;farbenfroh;3
26;12;bunt;2
1;12;durcheinander;3
1;12;musikalisch;2
15;13;ruhig;3
1;13;natürlich;3
5;13;allein;3
1;13;naturverbunden;2
3;13;nachdenklich;3
6;14;steril;3
4;14;verlassen;3
12;15;warm;3
6;15;abendlich;3
6;15;herbstlich;3
29;15;ruhig;3
10;15;regnerisch;3
4;15;nachdenklich;3
14;16;ruhig;3
2;16;friedlich;3
1;16;beschwingt;3
1;16;gelassen;3
1;16;naturbelassen;3
32;17;ruhig;3
5;17;gelassen;3
18;17;entspannt;3
8;17;verträumt;3
8;17;einsam;3
14;18;düster;3
1;18;bedrohlich;3
1;18;kontrolliert;2
1;18;ängstlich;3
1;1;ausgegelichen;3
1;1;gediegen;3
6;1;fröhlich;3
1;1;euphorisch;3
1;1;elektrisierend;3
1;1;spannend;3
2;1;aufgeregt;3
1;2;verletzend;3
10;2;traurig;3
1;2;Misanthrop;2
1;2;unglücklich;3
1;2;düster;3
1;2;geknickt;3
3;2;unwohl;3
2;2;hass;3
1;4;hoffnung;3
1;4;zuversicht;3
1;4;leben;3
1;4;glück;3
1;5;gediegen;3
1;5;verlässlich;3
2;5;beruhigend;3
1;5;dezent;2
1;5;achtbar;2
1;5;echt;3
1;5;leben;3
4;6;leben;3
1;6;zellteilung;2
1;6;entwicklung;2
3;7;tod;1
1;7;verlust;2
1;7;vermissen;3
2;8;angeschlagen;3
1;8;verwirrt;3
1;8;benutzt;1
1;8;unseriös;1
1;8;unbehaglich;3
1;8;angst;3
1;8;verschreckend;3
2;9;leben;3
1;9;friede;3
1;9;freude;3
8;10;traurig;3
14;10;düster;3
6;10;verlassen;3
1;10;schwach;3
1;10;zerstört;3
1;10;zaghaft;3
1;11;zuversicht;3
1;11;stabilität;2
1;12;handynummer?;1
12;12;traurig;3
1;12;verlassen;3
1;13;subtil;2
4;13;geheimnisvoll;3
1;13;larviert;2
1;13;hermetisch;2
1;13;undruchsichtig;2
2;13;unklar;2
1;14;berauschend;3
1;14;neugierig;3
1;14;spanned;3
1;15;hoffnung;3
1;15;chance;2
1;15;strebennachglück;1
1;15;aussicht;2
1;15;derwegistdasziel;1
1;16;euphorisierend;3
2;16;motivierend;3
1;17;sehnsucht;2
1;17;hoffnung;3
1;17;leben;3
2;18;neutral;2
1;18;objektiv;2
1;18;frei;3
1;18;gerecht;2
1;18;unbeeinflusst;3
1;18;sachlich;2
1;1;asd;1
1;1;test;1
1;1;ekel;3
2;1;unwohl;3
23;1;unruhig;3
7;2;melancholisch;3
23;2;verträumt;3
29;2;ruhig;3
26;2;glücklich;3
1;4;entspanned;3
20;4;schön;2
6;4;verträumt;2
1;4;verliebt;3
18;5;einsam;3
1;5;naturverbunden;3
1;6;neugierig;3
2;6;eklig;2
1;6;inspirierend;3
1;6;nachdenklich;3
7;7;liebevoll;3
1;7;anregend;3
1;7;scharm;3
4;8;weiß;2
1;8;ich;1
2;8;nicht;1
3;9;traurig;3
3;9;melancholisch;3
2;9;düster;3
2;9;einsam;3
10;11;einsam;3
2;11;unwohl;3
1;11;edüllisch;3
3;12;verrückt;3
1;12;gestört;3
30;13;einsam;3
2;13;verzweifelt;3
2;13;unwohl;3
1;15;entspanned;3
12;15;romantisch;3
3;15;melancholisch;3
1;16;agressiv;3
1;16;gewaltsam;3
3;16;wütend;3
1;16;unrihig;3
1;16;impulsiv;3
15;17;schön;2
1;17;liebevoll;3
12;17;entspannend;3
1;18;ich;1
1;18;habe;1
1;18;keine;1
1;18;Ahnung;1
1;18;und;1
1;18;will;1
1;18;viele;1
2;18;Punkte;1
1;18;obwohl;1
1;18;nicht;1
1;18;weiß;1
1;18;was;1
1;18;zu;1
1;18;dem;1
1;18;Bild;1
1;18;sagen;1
1;18;ist;1
1;1;gemütlich;3
1;1;geräumig;2
10;2;nass;2
18;2;entspannt;3
2;4;zweisam;3
1;4;isoliert;3
3;4;schläfrig;3
13;4;beruhigend;3
13;5;düster;3
1;5;unheimlich;2
1;5;angst-vorm-unbekannten;3
1;5;versteck;2
2;5;nebelig;2
1;6;abwechslung;2
1;6;enge;3
1;6;dicht-an-dicht;1
1;6;kategorien;1
11;7;romantisch;3
4;7;ruhe;3
13;7;liebe;3
3;7;paar;2
1;7;naturverbundenheit;3
1;8;noisy;1
3;8;verwirrend;3
1;8;verrauscht;2
1;8;unübersichtlich;2
5;8;regnerisch;2
8;9;paar;2
6;9;gemütlich;3
10;10;glücklich;3
6;10;zweisam;3
3;11;kindisch;3
2;11;verspielt;3
1;11;unlogisch;2
1;11;unrealistisch;2
1;11;wiederholend;2
4;11;simpel;3
2;12;futuristisch;2
5;12;japanisch;2
2;12;schläfrig;3
2;13;entspannt;3
3;13;trocken;2
5;13;sandig;2
2;13;Schichten;1
6;14;unruhig;3
1;14;belebt;3
3;14;farblos;2
9;14;trist;3
4;14;hektisch;2
13;15;entspannt;3
12;15;nass;2
1;15;warm-und-kalt;3
1;15;determiniert;3
1;15;hilfreich;2
1;16;zwzeiseitig;2
1;16;blutig;1
3;16;romantisch;3
1;16;assymetrisch;2
4;17;gemütlich;3
1;17;utopisch;2
1;17;bilderhaft;2
1;17;nass;2
2;17;abenteuerlich;3
1;18;unübersichtlich;2
1;18;unverständlich;2
2;18;surreal;3
9;18;verwirrend;3
1;1;chaotic;3
2;1;verwirrend;3
9;2;beruhigend;3
16;2;liebe;3
1;2;comfort;1
1;4;angeregt;3
7;4;harmonisch;3
3;5;frei;3
1;5;energetisch;3
2;6;freude;3
1;6;kräftig;3
1;6;interesse;3
4;6;beruhigend;3
1;7;optimistisch;3
2;7;nah;2
2;7;geliebt;3
3;7;frei;2
3;8;trist;3
2;8;abstrakt;3
8;8;ruhig;3
4;8;sanft;3
2;9;herzlich;3
11;9;warm;3
1;9;einladend;3
2;10;frei;3
1;10;klar;3
6;10;warm;3
1;10;erfüllend;3
1;10;herzlich;3
1;10;lebhaft;3
1;11;angeregt;3
1;11;bedrückend;3
1;11;inspirierend;3
1;11;kraftvoll;3
2;11;meditativ;3
1;12;beruhigned;3
1;12;herzlich;3
1;12;faszienierd;3
1;12;inspierierend;3
10;12;schön;2
2;13;beunruhigend;3
3;14;verwirrend;3
2;14;karg;2
1;15;trist;3
1;16;angeregt;3
1;16;lebhaft;3
2;16;meditativ;2
1;17;angeregt;3
10;17;frei;3
7;17;harmonisch;3
2;17;lebhaft;3
1;18;offen;3
1;18;uneindeiutig;1
1;18;lebhaft;3
4;1;verwirrt;3
1;1;djungel;2
1;1;urwald;2
1;1;metropole;2
1;1;cyberpunk;1
1;2;gemälde;1
1;2;wasserfarben;2
25;2;regen;2
3;2;stadt;2
12;2;spaziergang;2
5;2;entspannend;3
14;4;entspannend;3
3;4;heiter;3
1;4;liebevoll;3
1;4;sozial;3
4;4;fröhlich;3
2;5;gruselig;3
1;5;seltsam;2
1;5;feindlich;3
1;5;furchteinflössend;2
8;5;verlassen;3
1;6;grusleig;3
1;6;erschreckend;3
4;6;interessant;3
1;6;bedrückend;3
1;7;warmherzig;3
4;7;freundlich;3
1;7;enspannend;3
2;7;fürsorglich;3
2;7;still;3
1;7;besinnlich;3
1;7;sentimental;3
19;8;traurig;3
2;8;gruselig;3
4;8;einsam;3
14;8;kalt;3
5;9;entspannend;3
3;9;freundlich;3
3;9;liebevoll;3
1;9;heiter;3
22;9;glücklich;3
3;10;entspannend;3
3;10;still;3
3;10;fröhlich;3
1;10;sentimental;3
1;10;heiter;3
1;11;verwirrt;3
2;11;nervös;3
1;11;gestresst;3
1;11;ärgerlich;3
1;11;aufgebracht;3
3;12;aufgeregt;3
1;12;heiter;3
3;13;gruselig;3
2;13;entspannend;3
1;13;erzürnt;3
1;13;gelangweilt;3
1;13;sprachlos;2
1;13;verwirrt;3
1;13;verwundert;3
2;13;unsicher;3
1;13;unzufrieden;3
3;13;hitzig;3
2;14;regen;2
5;14;still;3
15;14;einsam;3
2;14;trüb;3
1;14;schnee;1
9;14;hell;2
2;14;leise;2
1;14;Wald;1
1;14;lustlos;3
1;14;selstame;2
3;14;verwirrt;3
1;14;weich;2
1;14;poetisch;2
5;15;entspannend;3
1;15;froh;3
9;15;beruhigend;3
1;15;neugierig;3
1;15;fröhlich;3
3;16;fröhlich;2
7;16;entspannend;3
1;16;liebevoll;2
1;16;nachdänklich;3
4;17;heiter;3
1;17;freundlich;3
1;17;energielos;3
2;18;laut;2
1;18;aufregend;3
1;18;nervös;3
2;1;leuchtend;2
1;1;fröhlig;3
3;2;trist;3
4;2;idyllisch;3
1;2;langsam;2
2;4;abendlich;2
3;4;leise;2
6;4;bunt;2
7;4;still;3
5;4;wasser;2
6;4;gemütlich;3
1;5;gespalten;3
1;5;dynamisch;3
8;5;traurig;3
1;5;optimistisch;3
4;6;abstrakt;3
5;6;biologisch;2
1;6;zellbildung;2
6;6;rund;2
1;6;zusammenhängend;2
4;6;grün;2
2;6;dynamisch;3
22;7;grün;2
3;7;bunt;2
7;7;menschen;2
7;7;natur;2
7;7;wiese;2
1;7;müde;3
16;8;regen;2
3;8;dreckig;2
1;8;tropfen;2
4;8;fenster;2
3;8;entspannend;3
5;9;harmonisch;3
13;9;bunt;2
5;9;geborgen;3
3;10;harmonisch;3
2;10;idyllisch;3
9;10;bunt;3
8;10;einsam;3
1;10;abgeschattet;3
2;10;zeitlos;2
2;11;harmonisch;3
1;11;idylle;3
1;11;venedig;2
3;11;kontrastreich;2
2;11;dynamisch;3
1;11;langsam;3
3;11;klar;3
1;12;spaß;3
4;12;kreativ;3
1;12;cool;3
2;12;weiblich;2
2;13;einfach;2
2;13;vielschichtig;2
5;13;mensch;2
4;13;schatten;2
2;13;bunt;2
1;13;farbverlauf;2
6;13;sonnenuntergang;2
1;13;abendlich;2
1;13;rötlich;2
2;13;romantisch;3
2;14;deprimierend;3
8;14;grau;2
8;14;traurig;3
6;14;langweilig;3
7;14;eintönig;3
1;14;asphalt;2
1;14;beton;2
1;15;munter;3
2;15;langsam;2
1;15;leuchtend;2
1;15;traum;3
1;16;basic;2
13;16;rot;2
1;17;abendlich;3
1;17;traum;3
1;17;langsam;3
1;17;schaukeln;2
23;17;meer;2
2;17;wellen;2
4;18;abstrakt;3
13;18;herbst;2
9;18;braun;2
1;18;verwischen;2
2;18;trist;3
5;1;dunkel;2
1;1;hell-dunkel;2
6;1;abstrakt;2
1;4;erleuchtet;3
4;4;inspirierend;3
1;5;müde;3
1;5;schlapp;3
2;5;unklar;2
2;6;hell;3
1;6;dunkel;2
1;6;bezaubernd;3
1;7;herzlich;3
1;7;lustvoll;3
1;8;dunkel;2
2;9;träumerisch;3
1;9;hell;3
3;10;gemütlich;2
1;10;vergnügt;3
1;12;kraftvoll;3
4;12;gelassen;3
1;12;erheitert;3
1;13;melancholisch;3
2;13;bedrückend;3
16;15;dunkel;2
1;15;verspielt;3
1;16;optimistisch;3
1;17;warmherzig;3
1;17;tatkräftig;3
1;17;gütig;3
1;17;ermutigend;3
2;18;wirr;3
1;1;lebendig;3
1;1;angenehm;3
13;1;warm;3
3;2;dunkel;2
5;4;wunderschön;1
1;4;natürlich;3
1;4;authentisch;2
2;4;traumhaft;2
1;5;rätselhaft;2
2;5;fraglich;2
1;5;abstract;2
1;6;feinsinisch;2
1;6;harmonisch;2
1;6;präzise;2
1;6;echt;2
1;7;authentisch;2
2;7;gerührt;3
1;7;lebendig;3
3;8;depressiv;3
1;8;beängstigt;3
5;9;angenehm;2
3;9;erfrischend;3
1;10;farblich;2
3;10;angenehm;3
3;10;freundlich;3
1;10;erfrischend;3
1;10;bezaubert;3
2;11;wunderschön;1
1;11;echt;3
1;11;lebendig;3
2;11;angenehm;2
3;12;hübsch;2
15;12;ruhig;3
1;13;einzigartig;2
4;13;mysteriös;3
3;13;schön;2
12;13;heiß;2
3;14;Schön;2
1;14;beeindruckt;2
1;15;echt;2
4;15;angenehm;3
2;15;leise;2
5;16;natürlich;2
2;16;hübsch;2
2;16;dunkel;2
4;17;wunderschön;1
2;17;hell;2
3;17;dunkel;2
1;17;lebendig;3
4;18;komisch;2
1;18;fraglich;1
6;1;Freundlich;3
4;1;geordnet;2
4;2;vertraut;2
1;2;zusammengehörig;2
16;5;ruhig;3
1;5;zwiespältig;3
4;6;geordnet;2
4;6;strukturiert;2
4;6;lebhaft;3
5;7;beruhigend;3
11;7;glücklich;3
4;7;verträumt;3
3;8;verträumt;3
3;8;entspannt;3
1;8;beruhigend;3
11;9;entspannt;3
5;9;vertraut;3
3;10;vertraut;3
10;10;entspannt;3
8;11;entspannt;3
4;11;beruhigend;3
5;12;verträumt;3
11;13;verlassen;2
4;14;düster;3
1;14;spartanisch;1
3;16;bedrohlich;3
4;16;einsam;2
11;17;glücklich;3
11;17;beruhigend;3
3;18;verlassen;2
4;18;traurig;3
5;18;einsam;3
1;1;Dorf;1
1;1;Markt;1
1;2;Reggentag;2
3;2;Spazieren;2
8;2;Herbst;2
4;4;Dämmerung;2
1;4;Ufer;2
2;4;Frieden;3
1;4;Fischer;2
10;5;Herbst;2
2;5;Tot;2
3;7;Frühling;2
1;7;Frieden;3
1;7;Pe;1
1;8;Licht;1
1;8;Vorhang;1
1;8;Fest;1
22;9;Herbst;2
16;9;Regen;2
13;9;nass;2
26;10;Herbst;2
1;10;Spazieren;2
12;10;Liebe;3
15;10;Kalt;3
2;10;Vergänglich;3
2;11;Land;2
1;11;Natur;1
1;11;Frieden;3
1;11;Bauernhof;1
6;12;Japan;1
1;12;Mädchen;2
1;12;Bund;1
6;12;Manga;1
26;13;Wüste;2
1;13;Kunst;1
1;13;Lost;1
5;14;Stadt;2
1;14;Japan;1
1;14;Tokio;1
1;14;Geschäfte;1
1;14;Streetfood;1
13;15;Nacht;2
9;15;Herbst;2
6;15;Straße;2
21;15;Regen;2
8;15;Licht;2
1;15;Boulevard;2
1;16;Berg;1
3;17;Dämmerung;2
6;17;Freiheit;2
2;18;Kunst;1
1;18;Lutscher;2
1;1;Fröhsinn;3
14;4;Urlaub;2
1;6;verrückt;3
2;7;Trauer;3
4;11;Urlaub;2
5;12;schönheit;2
1;15;leichtigkeit;2
1;16;einfälltig;3
6;17;Ruhe;2
3;18;hässlich;2
4;1;eckig;1
1;1;inhomogen;2
22;4;warm;2
1;6;hoffungsvoll;3
5;7;hoffnungsvoll;3
2;8;unsicher;3
1;8;harmonisch;3
4;8;hell;2
8;9;kalt;2
5;10;friedlich;3
1;11;entspannend;3
2;12;grell;2
3;15;farbenfroh;2
6;15;gemütlich;3
3;16;gefährlich;3
14;17;friedlich;3
2;18;hell;2
3;18;unsicher;3
2;1;hässlich;2
1;1;verpixelt;1
1;1;Rechteckig;2
7;2;farbenfroh;2
1;2;gemeinsam;2
1;4;idylle;3
2;4;sunset;1
1;4;Natur;2
1;4;Naturverbunden;2
7;5;Bunt;2
1;5;abgehackt;1
1;5;quatratisch;1
10;6;farbenfroh;2
2;7;lieb;3
1;8;fardig;2
1;8;braun;2
3;9;farbenfroh;2
7;9;park;2
1;11;wässrig;2
5;11;Himmel;2
2;12;sinnlich;3
10;12;frau;2
4;12;düster;3
1;13;fleck;2
3;15;lampen;2
1;15;Latere;2
3;15;Weg;2
4;15;Park;2
1;16;Weiße;1
9;16;pflanze;2
1;16;schwarze;1
2;16;wut;3
1;16;zorn;3
5;17;farbenfroh;2
6;17;schiff;2
2;17;sunset;1
2;18;kreise;2
1;18;gespieglt;2
1;1;Eiswürfel;1
1;2;Regenspaziergang;2
1;5;Lesestoff;1
3;8;Eis;2
3;9;Vertrauen;3
1;10;gerade;2
2;11;gemütlich;3
2;12;blumig;2
8;17;Abend;2
4;18;Natur;2
1;1;ZNA1;1
1;2;ZNA1;1
3;1;Wärme;2
2;1;hektisch;3
4;1;durcheinander;3
2;2;geliebt;3
9;2;einsam;3
8;2;fröhlich;3
2;2;wärme;3
1;4;gemeinsam;3
3;4;wärme;2
3;4;abenteuer;2
2;4;entspannung;3
1;4;neu;2
1;4;lebendig;3
3;4;reisen;2
1;4;wohlbefinden;3
1;5;suchend;2
1;5;uneinig;3
2;5;verwirrt;3
1;5;zwigespalten;3
2;5;durcheinander;3
2;7;verliebt;3
1;7;wohlbefinden;3
1;7;altern;2
2;7;wärme;2
3;7;gelassen;3
1;8;vergänglich;2
4;8;winter;2
1;8;zwigespalten;3
1;8;uneinig;3
1;8;unterschiedlich;2
1;8;ruhelos;3
1;11;kinder;1
1;11;einzigartig;2
1;11;gemeinsamkeiten;2
1;11;unterschiede;1
1;11;hervorstechen;2
1;13;verblassen;2
4;13;wärme;2
1;13;mut;3
1;13;vergänglichkeit;3
2;14;kälte;2
1;14;einsamkeit;3
1;14;blass;2
1;14;hoffnungsschimmer;2
7;15;düster;3
1;15;trüb;2
1;15;gefährlich;3
10;15;schön;2
1;15;unterwegs;2
1;15;heimweg;2
2;17;reisen;2
1;17;suchen;2
1;17;zeit;1
4;17;abenteuer;2
1;17;entspannung;3
7;17;angenehm;3
4;18;alt;3
7;18;warm;2
1;18;zerfallen;2
2;18;natürlich;2
1;18;zeit;2
1;1;alleine;3
1;1;enden;2
1;1;scheinen;2
1;1;verschwommen;2
2;2;alleine;3
1;2;behaglich;3
6;5;friedlich;3
3;5;farbenfroh;2
3;5;natürlich;2
1;5;unbehaglich;3
5;5;schön;2
3;7;eintönig;2
1;7;weitläufig;2
1;7;trist;3
2;7;karg;3
1;1;naturnah;2
2;1;allein;3
1;2;kuschelig;3
11;5;kalt;2
6;5;allein;3
3;6;wild;2
24;7;ruhig;3
1;7;verschlafen;2
1;8;böse;3
4;8;chaotisch;3
13;9;verliebt;3
9;10;verliebt;3
2;10;kuschelig;3
3;10;liebevoll;3
2;14;laut;2
2;14;wild;3
5;15;allein;3
7;17;hoffnungsvoll;3
5;18;ruhig;3
1;18;allein;3
1;1;offen;3
1;1;erheiternd;3
4;2;gelassen;3
6;2;friedlich;3
3;1;entspannend;3
5;4;zufrieden;3
2;5;aufregend;3
2;5;abenteuerlich;3
2;6;glücklich;3
2;6;hoffnungsvoll;3
1;7;außergewöhnlich;3
4;7;geborgen;3
1;7;sicher;3
1;11;freiheit;3
3;12;kultur;2
2;12;musik;2
4;13;düster;3
1;15;veregnet;2
2;16;abstrakt;2
2;17;zufrieden;3
1;17;sorgenlos;3
1;1;beunruhigt;3
1;1;nervös;3
1;2;unbeschwert;3
1;4;bedrückt;3
4;5;nachdenklich;3
2;6;neutral;3
3;7;träumerisch;3
1;7;romantisierend;3
1;7;sorgenfrei;3
1;7;unbeschwert;3
3;8;neutral;3
2;9;nachdenklich;3
1;10;unbekümmert;3
1;10;sorgenfrei;3
1;12;abenteuerlust;3
3;12;mystisch;3
3;14;neutral;3
2;15;trostlos;3
2;16;neutral;3
1;17;traumversunken;3
1;17;froh;3
1;18;mulmig;3
2;18;unwohl;3
1;1;Stroh;2
1;4;Sommerabend;2
1;4;Segeltour;2
1;4;Sekt;2
3;7;Seltsam;2
3;7;leer;2
2;11;Still;3
1;12;Viel;1
1;12;ausländisch;1
1;12;Farbthema;1
1;12;aufwendig;2
1;14;Drist;3
4;14;Chaos;3
1;14;Kompliziert;3
1;14;undurchschaubar;2
1;14;unaufwendig;2
1;15;Abenddämerung;2
1;15;Regnersich;2
5;15;Bunt;2
5;15;Alleine;3
1;15;Selfcare;1
1;15;melankonisch;3
7;2;kalt;3
1;1;Raum;2
7;1;Licht;2
1;1;TIsch;1
1;1;Stuhl;1
6;1;Sommer;2
2;1;dunkelheit;2
1;1;hitze;2
2;1;sonnenschein;2
1;2;altstadt;1
2;2;sommerregen;2
1;2;leichtigkeit;2
3;2;frühling;2
1;1;altmodisch;2
1;1;schwach;3
1;1;ausdrucksschwach;2
1;2;kräftig;3
1;2;stark;3
1;2;frisch;3
1;2;ausdrucksstark;2
1;2;emotional;3
1;6;dreidimensional;1
1;6;tiefgehend;2
5;6;komisch;3
1;6;altmodisch;2
1;9;konkret;2
7;10;nass;2
3;10;feucht;2
1;10;diffus;3
2;11;dunkel;2
1;11;finster;2
1;11;geheimnisvoll;2
7;11;kindlich;3
1;14;interessant;3
8;14;abstrakt;2
1;14;diffus;3
1;14;elegant;2
1;16;fruchtig;2
2;16;altmodisch;2
1;16;kitschig;2
1;16;geschmacklos;1
1;16;unkreativ;1
1;16;einfältig;1
1;1;ländlich;2
1;1;heimlich;3
1;1;natürlich;2
1;1;geborgen;3
1;1;vertraut;3
1;4;stimmungsvoll;3
1;6;anregend;3
7;6;natürlich;2
1;6;nostalgisch;3
1;10;isoliert;3
1;10;beengend;3
2;10;ungewiss;2
1;1;verborgen;2
6;1;gelassen;3
3;2;kühl;2
1;2;ausgelassen;2
1;2;versöhnlich;2
1;4;Stressfrei;2
1;5;Überfordert;3
2;5;kühl;2
1;8;Verwirrung;2
1;8;voll;1
2;8;bedrückend;3
1;10;ausgelassen;3
1;12;Fany;1
2;12;außergewöhnlich;2
1;15;verregnet;2
1;16;Clean;1
1;16;schaudernd;2
2;1;interessant;3
4;2;harmonisch;3
2;9;sicher;3
15;9;liebe;3
1;9;partner;2
1;9;nachmittag;2
8;1;Natur;2
2;1;Stimmungsvoll;3
4;2;paris;2
1;2;Regentag;2
11;2;Warm;2
16;4;meer;2
1;4;firedvoll;3
1;4;Zeitstillstand;2
5;4;freiheit;3
3;7;herbst;2
1;7;romtanik;3
1;7;blumenwiese;2
4;8;trauer;3
1;8;mitleidig;3
1;9;regentag;2
1;9;friedvoll;3
19;11;meer;2
1;11;friedvoll;3
1;11;nachbarschaft;2
3;12;zufrieden;3
7;13;sonne;2
1;13;herbst;2
5;14;minimalistisch;2
1;14;reduziert;2
2;15;stimmungsvoll;3
1;15;regentag;2
1;15;zielgerichtet;3
1;15;stille;2
1;16;blackandwhite;1
3;6;vielfältig;2
3;6;aufregend;3
6;11;unruhig;3
5;11;verlassen;2
2;12;exotisch;2
1;13;gefährlich;3
2;14;wirr;3
4;14;eisig;2
5;15;verlassen;2
1;17;dämmrig;2
1;1; verlassen;3
1;1; düster;3
2;2;still;2
2;9;still;2
1;9;veträumt;3
2;10;gruselig;3
1;10;beklemmend;3
5;17;still;3
4;17;fernweh;2
1;18;gruselig;3
3;1;komisch;3
11;2;schön;2
1;1;campen;2
15;1;wald;2
1;2;zufrieden;3
2;5;Ruhe;3
2;5;gelassen;3
4;5;entspannt;3
1;10;Verschlafen;3
1;12;lebendig;3
1;12;neugierig;3
5;14;Durcheinander;3
1;17;erholt;3
1;17;ausgeglichen;3
1;18;Geborgenheit;3
1;18;glücklich;3
7;1;grün;2
1;1;hoch;2
15;1;gelb;2
3;1;Kirche;1
1;1;Chor;1
8;2;Paar;2
7;2;Park;2
5;4;schiff;2
1;4;saturiert;2
1;5;brot;1
5;5;boot;1
1;5;primitiv;2
1;6;punkt;1
1;6;kreis;2
7;6;biologie;2
1;8;wasser;2
1;10;hoch;1
1;10;Alee;2
13;11;häuser;2
2;11;kontrast;2
2;11;unsicher;2
2;11;gefährlich;3
1;12;schlaf;2
1;13;verblasst;2
4;13;weit;2
1;13;weg;2
